Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
Train Epoch: 10 [5000/49000 (10%)]	Train Loss: 1.567994	Val Loss: 1.820376	Val Acc: 39.79999923706055
Train Epoch: 10 [7500/49000 (15%)]	Train Loss: 1.791523	Val Loss: 1.847548	Val Acc: 38.099998474121094
Train Epoch: 10 [10000/49000 (20%)]	Train Loss: 1.740449	Val Loss: 1.885500	Val Acc: 37.400001525878906
Train Epoch: 10 [12500/49000 (26%)]	Train Loss: 1.681451	Val Loss: 1.848310	Val Acc: 38.70000076293945
Train Epoch: 10 [15000/49000 (31%)]	Train Loss: 1.692956	Val Loss: 1.866175	Val Acc: 36.5
Train Epoch: 10 [17500/49000 (36%)]	Train Loss: 1.828455	Val Loss: 1.843196	Val Acc: 38.400001525878906
Train Epoch: 10 [20000/49000 (41%)]	Train Loss: 1.801860	Val Loss: 1.858207	Val Acc: 36.79999923706055
Train Epoch: 10 [22500/49000 (46%)]	Train Loss: 1.689351	Val Loss: 1.843048	Val Acc: 37.099998474121094
Train Epoch: 10 [25000/49000 (51%)]	Train Loss: 1.541686	Val Loss: 1.840723	Val Acc: 38.599998474121094
Train Epoch: 10 [27500/49000 (56%)]	Train Loss: 1.731587	Val Loss: 1.863636	Val Acc: 38.20000076293945
Train Epoch: 10 [30000/49000 (61%)]	Train Loss: 1.809700	Val Loss: 1.857528	Val Acc: 38.099998474121094
Train Epoch: 10 [32500/49000 (66%)]	Train Loss: 1.809097	Val Loss: 1.824155	Val Acc: 38.400001525878906
Train Epoch: 10 [35000/49000 (71%)]	Train Loss: 1.733545	Val Loss: 1.863348	Val Acc: 39.0
Train Epoch: 10 [37500/49000 (77%)]	Train Loss: 1.864272	Val Loss: 1.851528	Val Acc: 37.79999923706055
Train Epoch: 10 [40000/49000 (82%)]	Train Loss: 1.956423	Val Loss: 1.835162	Val Acc: 38.29999923706055
Train Epoch: 10 [42500/49000 (87%)]	Train Loss: 1.719437	Val Loss: 1.831854	Val Acc: 38.29999923706055
Train Epoch: 10 [45000/49000 (92%)]	Train Loss: 1.768170	Val Loss: 1.816239	Val Acc: 38.900001525878906
Train Epoch: 10 [47500/49000 (97%)]	Train Loss: 1.907867	Val Loss: 1.866995	Val Acc: 37.400001525878906
Train Epoch: 11 [0/49000 (0%)]	Train Loss: 1.659446	Val Loss: 1.839507	Val Acc: 38.400001525878906
Train Epoch: 11 [2500/49000 (5%)]	Train Loss: 1.740551	Val Loss: 1.832819	Val Acc: 38.099998474121094
Train Epoch: 11 [5000/49000 (10%)]	Train Loss: 1.712690	Val Loss: 1.848932	Val Acc: 38.5
Train Epoch: 11 [7500/49000 (15%)]	Train Loss: 1.734318	Val Loss: 1.853743	Val Acc: 37.79999923706055
Train Epoch: 11 [10000/49000 (20%)]	Train Loss: 1.758863	Val Loss: 1.844178	Val Acc: 35.70000076293945
Train Epoch: 11 [12500/49000 (26%)]	Train Loss: 1.669235	Val Loss: 1.828788	Val Acc: 38.5
Train Epoch: 11 [15000/49000 (31%)]	Train Loss: 1.704419	Val Loss: 1.827175	Val Acc: 38.5
Train Epoch: 11 [17500/49000 (36%)]	Train Loss: 1.760721	Val Loss: 1.825832	Val Acc: 38.79999923706055
